session_id,date_key,visit_date,customer_id,product_id,marketing_channel_id,device_type_id,location_id,pages_viewed,time_on_site_sec,cart_flag,order_flag,abandon_flag,quantity,unit_price,discount_amount,discount_percent,revenue,session_duration_bucket,user_type,session_count
6455,20240829,2024-08-29,2753,235,2,2,129,20,487,1,0,1,2,362.54,72.51,10,0.0,Short,1,1
6456,20240301,2024-03-01,3656,383,0,2,139,8,439,1,1,0,2,303.22,0.0,0,606.44,Very Short,1,1
6457,20241203,2024-12-03,6832,228,5,1,184,21,1722,0,0,0,3,1424.37,427.31,10,0.0,Very Long,1,1
6458,20240301,2024-03-01,4114,203,2,0,208,9,1298,1,0,1,3,1662.41,498.72,10,0.0,Long,0,1
6459,20241228,2024-12-28,5351,213,0,1,94,21,50,1,0,1,1,404.43,60.66,15,0.0,Very Short,1,1
6460,20240411,2024-04-11,2512,381,5,0,152,10,1376,0,0,0,1,504.96,0.0,0,0.0,Very Long,1,1
6461,20240601,2024-06-01,4953,87,1,0,22,17,902,1,0,1,2,463.17,0.0,0,0.0,Short,1,1
6462,20240402,2024-04-02,3141,14,4,1,56,5,1505,1,0,1,1,1664.82,0.0,0,0.0,Very Long,1,1
6463,20240715,2024-07-15,2008,292,2,0,166,16,856,1,0,1,4,259.51,0.0,0,0.0,Short,0,1
6464,20240101,2024-01-01,2187,761,1,1,23,24,1424,1,0,1,1,210.44,21.04,10,0.0,Very Long,1,1
6465,20240303,2024-03-03,5664,48,5,1,3,12,694,0,0,0,3,1529.29,458.79,10,0.0,Short,1,1
6466,20240708,2024-07-08,4297,632,2,0,214,16,906,1,0,1,3,1162.59,0.0,0,0.0,Long,1,1
6467,20240910,2024-09-10,1899,686,0,2,224,9,141,1,1,0,4,868.3,0.0,0,3473.2,Very Short,0,1
6468,20241217,2024-12-17,5628,865,0,1,94,23,37,1,0,1,1,154.81,7.74,5,0.0,Very Short,0,1
6469,20241101,2024-11-01,2478,166,3,1,11,21,404,1,1,0,1,688.25,68.82,10,619.42,Very Short,1,1
6470,20241202,2024-12-02,1138,630,1,0,30,3,1041,1,1,0,1,924.05,0.0,0,924.05,Long,1,1
6471,20241018,2024-10-18,2192,92,5,2,128,6,1159,1,0,1,3,1070.99,642.59,20,0.0,Long,1,1
6472,20241010,2024-10-10,5036,715,2,0,106,2,1499,0,0,0,1,1400.01,210.0,15,0.0,Very Long,0,1
6473,20240506,2024-05-06,9586,678,5,1,131,4,639,0,0,0,4,506.86,405.49,20,0.0,Short,0,1
6474,20241126,2024-11-26,3174,699,3,0,208,21,762,1,0,1,2,626.7,0.0,0,0.0,Short,0,1
6475,20241217,2024-12-17,3563,676,4,0,220,14,1400,0,0,0,2,611.03,122.21,10,0.0,Very Long,1,1
6476,20240706,2024-07-06,3183,535,4,0,10,5,582,1,0,1,4,1025.9,1231.08,30,0.0,Short,1,1
6477,20240213,2024-02-13,4196,377,1,1,223,8,1008,1,0,1,3,994.89,746.17,25,0.0,Long,0,1
6478,20240116,2024-01-16,7455,377,1,1,49,10,644,0,0,0,1,566.28,28.31,5,0.0,Short,0,1
6479,20240629,2024-06-29,3898,784,5,1,213,21,1398,1,0,1,2,1429.64,0.0,0,0.0,Very Long,0,1
6480,20240819,2024-08-19,6917,484,5,1,123,21,1176,1,1,0,2,617.76,0.0,0,1235.52,Long,0,1
6481,20240721,2024-07-21,9083,371,5,0,25,5,1564,1,0,1,3,180.8,0.0,0,0.0,Very Long,1,1
6482,20241123,2024-11-23,9514,723,4,2,188,3,741,1,1,0,1,1742.74,522.82,30,1219.92,Short,1,1
6483,20240714,2024-07-14,6066,458,1,1,63,15,1772,1,0,1,1,883.28,0.0,0,0.0,Very Long,0,1
6484,20240829,2024-08-29,7418,125,1,2,32,19,832,0,0,0,1,1923.71,577.11,30,0.0,Short,0,1
6485,20241003,2024-10-03,9271,711,4,1,100,11,852,1,1,0,2,1127.54,451.02,20,1804.06,Short,1,1
6486,20241122,2024-11-22,8079,562,2,0,55,2,1333,1,0,1,2,270.74,54.15,10,0.0,Long,0,1
6487,20240810,2024-08-10,3699,118,0,0,2,18,135,0,0,0,4,273.02,109.21,10,0.0,Very Short,1,1
6488,20240722,2024-07-22,2188,602,4,1,155,6,1049,1,0,1,3,519.28,77.89,5,0.0,Long,0,1
6489,20240129,2024-01-29,2033,45,1,2,222,5,1055,1,0,1,2,658.05,131.61,10,0.0,Long,0,1
6490,20240822,2024-08-22,8937,877,0,1,79,14,1068,1,0,1,1,1109.95,0.0,0,0.0,Long,0,1
6491,20240306,2024-03-06,6005,556,0,1,104,20,849,1,0,1,2,989.33,296.8,15,0.0,Short,0,1
6492,20240514,2024-05-14,3666,300,3,2,212,16,1258,1,1,0,3,231.88,0.0,0,695.64,Long,0,1
6493,20240713,2024-07-13,4109,323,0,0,223,8,498,0,0,0,1,1600.55,160.06,10,0.0,Short,1,1
6494,20240131,2024-01-31,3534,833,1,1,152,10,1597,1,1,0,4,813.83,0.0,0,3255.32,Very Long,0,1
6495,20240910,2024-09-10,8216,211,1,1,201,6,463,1,0,1,1,1091.63,54.58,5,0.0,Short,1,1
6496,20240412,2024-04-12,6511,67,3,0,124,23,835,1,1,0,1,180.45,36.09,20,144.36,Short,0,1
6497,20240706,2024-07-06,8913,734,5,1,32,4,1782,0,0,0,4,1197.04,0.0,0,0.0,Very Long,0,1
6498,20240507,2024-05-07,3715,459,1,0,129,21,252,0,0,0,1,178.14,17.81,10,0.0,Very Short,0,1
6499,20240509,2024-05-09,5252,535,1,1,49,16,181,0,0,0,2,723.84,0.0,0,0.0,Very Short,0,1
6500,20240523,2024-05-23,2095,175,4,1,108,7,1531,1,0,1,4,1617.55,0.0,0,0.0,Very Long,0,1
6501,20240119,2024-01-19,9741,799,3,1,184,2,94,0,0,0,1,320.1,0.0,0,0.0,Very Short,0,1
6502,20240312,2024-03-12,5606,500,3,1,133,23,824,1,1,0,1,1354.38,203.16,15,1151.22,Short,1,1
6503,20241013,2024-10-13,5976,402,0,1,149,11,1408,1,1,0,1,173.72,0.0,0,173.72,Very Long,0,1
6504,20240214,2024-02-14,4722,531,2,0,74,11,1438,0,0,0,1,824.47,0.0,0,0.0,Very Long,0,1
6505,20240630,2024-06-30,3438,526,5,1,132,20,542,1,1,0,1,614.07,0.0,0,614.07,Short,1,1
6506,20240221,2024-02-21,9534,491,1,1,161,4,1383,0,0,0,3,514.91,154.47,10,0.0,Very Long,0,1
6507,20240715,2024-07-15,5400,777,5,1,51,12,472,1,0,1,2,856.96,257.09,15,0.0,Short,1,1
6508,20240822,2024-08-22,7072,544,2,1,47,1,596,1,1,0,4,937.39,0.0,0,3749.56,Short,1,1
6509,20240620,2024-06-20,1335,389,2,1,176,3,1513,1,1,0,2,165.61,33.12,10,298.1,Very Long,0,1
6510,20241008,2024-10-08,3483,742,3,0,114,21,796,0,0,0,4,250.38,0.0,0,0.0,Short,0,1
6511,20240406,2024-04-06,8235,661,3,0,125,12,501,0,0,0,3,1706.02,0.0,0,0.0,Short,1,1
6512,20240722,2024-07-22,1790,104,4,1,39,19,1776,0,0,0,1,1630.23,163.02,10,0.0,Very Long,1,1
6513,20240410,2024-04-10,1912,217,5,0,81,6,660,0,0,0,3,927.26,0.0,0,0.0,Short,1,1
6514,20240704,2024-07-04,8287,794,1,0,213,16,1003,0,0,0,2,778.9,389.45,25,0.0,Long,1,1
6515,20240124,2024-01-24,3778,13,2,0,15,10,1109,1,0,1,4,1203.5,0.0,0,0.0,Long,0,1
6516,20240408,2024-04-08,3464,755,2,1,39,6,655,0,0,0,4,537.41,0.0,0,0.0,Short,1,1
6517,20240915,2024-09-15,6087,558,1,1,200,3,414,1,1,0,1,326.33,32.63,10,293.7,Very Short,0,1
6518,20241010,2024-10-10,2754,20,3,1,85,6,1778,0,0,0,3,1167.35,175.1,5,0.0,Very Long,0,1
6519,20240409,2024-04-09,1386,284,5,1,2,1,735,1,1,0,1,166.59,0.0,0,166.59,Short,1,1
6520,20240404,2024-04-04,1040,482,3,1,83,4,1414,1,0,1,4,382.94,153.18,10,0.0,Very Long,1,1
6521,20240418,2024-04-18,1713,189,0,0,170,17,69,1,1,0,4,410.3,0.0,0,1641.2,Very Short,0,1
6522,20240411,2024-04-11,2426,334,3,2,137,18,74,1,0,1,2,1640.8,328.16,10,0.0,Very Short,0,1
6523,20241228,2024-12-28,7264,873,5,1,178,8,1313,1,0,1,4,1437.43,0.0,0,0.0,Long,0,1
6524,20240825,2024-08-25,3681,807,5,1,162,7,577,0,0,0,3,1439.45,647.75,15,0.0,Short,1,1
6525,20240520,2024-05-20,1645,211,2,1,57,18,1007,1,1,0,4,958.67,766.94,20,3067.74,Long,1,1
6526,20240617,2024-06-17,1129,540,3,0,184,13,1268,0,0,0,2,1703.88,0.0,0,0.0,Long,1,1
6527,20240705,2024-07-05,5293,824,4,1,147,6,500,1,0,1,3,247.63,37.14,5,0.0,Short,1,1
6528,20240720,2024-07-20,8560,519,5,0,104,5,1007,1,0,1,1,1128.31,282.08,25,0.0,Long,1,1
6529,20240521,2024-05-21,4047,575,3,2,78,1,446,1,0,1,4,1309.37,1047.5,20,0.0,Very Short,0,1
6530,20241221,2024-12-21,1574,217,2,1,119,18,1398,0,0,0,1,1100.83,110.08,10,0.0,Very Long,0,1
6531,20240415,2024-04-15,3052,121,0,0,19,15,212,1,1,0,4,1161.31,464.52,10,4180.72,Very Short,0,1
6532,20240604,2024-06-04,5493,542,4,1,1,4,1279,0,0,0,2,1588.78,317.76,10,0.0,Long,0,1
6533,20240103,2024-01-03,2698,788,5,1,20,4,511,0,0,0,3,198.06,148.55,25,0.0,Short,0,1
6534,20240628,2024-06-28,9805,530,0,0,200,13,1147,0,0,0,1,836.67,125.5,15,0.0,Long,1,1
6535,20241108,2024-11-08,7869,94,2,0,218,22,1466,0,0,0,1,610.94,0.0,0,0.0,Very Long,0,1
6536,20241230,2024-12-30,4100,640,4,2,49,17,1614,0,0,0,4,853.43,1024.12,30,0.0,Very Long,1,1
6537,20240621,2024-06-21,9562,582,4,0,105,7,1165,1,0,1,1,1889.09,472.27,25,0.0,Long,1,1
6538,20240220,2024-02-20,3924,557,5,0,46,24,1211,1,1,0,2,1448.22,289.64,10,2606.8,Long,1,1
6539,20240919,2024-09-19,2261,317,0,0,156,9,1630,0,0,0,4,579.39,0.0,0,0.0,Very Long,0,1
6540,20240821,2024-08-21,9443,676,1,1,134,5,1246,0,0,0,2,1717.92,0.0,0,0.0,Long,1,1
6541,20241215,2024-12-15,9636,185,0,1,167,6,1709,1,1,0,1,1640.15,410.04,25,1230.11,Very Long,1,1
6542,20240703,2024-07-03,3813,851,5,1,200,23,372,1,0,1,2,542.26,54.23,5,0.0,Very Short,0,1
6543,20240102,2024-01-02,6352,395,4,2,208,3,1496,0,0,0,2,1834.58,917.29,25,0.0,Very Long,0,1
6544,20241124,2024-11-24,2559,177,0,0,4,24,559,1,0,1,1,720.97,108.15,15,0.0,Short,1,1
6545,20240903,2024-09-03,6774,150,4,0,6,1,35,1,0,1,4,678.97,0.0,0,0.0,Very Short,0,1
6546,20241019,2024-10-19,7210,235,0,0,57,23,536,0,0,0,2,1112.91,556.46,25,0.0,Short,1,1
6547,20240213,2024-02-13,7388,823,0,1,100,7,1623,0,0,0,3,869.32,391.19,15,0.0,Very Long,0,1
6548,20240615,2024-06-15,6118,57,5,0,183,19,1095,0,0,0,3,419.52,0.0,0,0.0,Long,1,1
6549,20240616,2024-06-16,7336,559,3,1,105,22,30,1,0,1,1,270.57,0.0,0,0.0,Very Short,1,1
6550,20240407,2024-04-07,5994,469,2,1,59,8,315,1,0,1,3,1400.93,0.0,0,0.0,Very Short,0,1
6551,20241105,2024-11-05,8377,480,4,0,122,15,1290,1,0,1,4,367.7,294.16,20,0.0,Long,0,1
6552,20240309,2024-03-09,2616,213,3,2,83,12,326,1,0,1,3,773.38,232.01,10,0.0,Very Short,0,1
6553,20240127,2024-01-27,5350,622,2,2,111,23,1323,1,0,1,1,1160.8,58.04,5,0.0,Long,1,1
6554,20240326,2024-03-26,4747,172,1,1,218,1,1217,0,0,0,4,1128.96,677.38,15,0.0,Long,0,1
6555,20241227,2024-12-27,5799,805,4,1,157,4,405,1,0,1,2,1049.96,0.0,0,0.0,Very Short,1,1
6556,20240211,2024-02-11,2278,290,5,1,67,10,104,1,0,1,2,624.38,187.31,15,0.0,Very Short,1,1
6557,20240731,2024-07-31,3914,609,5,0,214,13,1666,1,1,0,4,1392.17,1392.17,25,4176.51,Very Long,0,1
6558,20240307,2024-03-07,9586,236,3,1,166,4,381,1,0,1,4,1840.73,0.0,0,0.0,Very Short,0,1
6559,20240524,2024-05-24,1947,854,1,0,34,8,1388,1,1,0,4,669.45,669.45,25,2008.35,Very Long,0,1
6560,20240720,2024-07-20,6717,437,5,1,192,2,248,0,0,0,2,896.68,448.34,25,0.0,Very Short,0,1
6561,20240108,2024-01-08,6981,258,5,1,212,22,928,1,0,1,2,795.23,159.05,10,0.0,Long,1,1
6562,20240329,2024-03-29,5270,786,4,1,134,17,1397,1,1,0,4,623.41,0.0,0,2493.64,Very Long,0,1
6563,20240802,2024-08-02,1302,860,1,0,121,10,690,1,0,1,1,300.88,0.0,0,0.0,Short,1,1
6564,20240106,2024-01-06,1309,40,1,1,57,14,381,1,0,1,4,1463.76,0.0,0,0.0,Very Short,0,1
6565,20240629,2024-06-29,3480,616,3,2,7,5,597,1,0,1,1,679.23,135.85,20,0.0,Short,0,1
6566,20240808,2024-08-08,1922,773,1,0,221,9,1046,1,0,1,2,1041.55,0.0,0,0.0,Long,0,1
6567,20240319,2024-03-19,1847,304,4,0,68,22,1502,1,0,1,1,269.48,26.95,10,0.0,Very Long,1,1
6568,20240229,2024-02-29,2440,550,1,0,78,20,400,1,1,0,4,577.46,692.95,30,1616.89,Very Short,1,1
6569,20240628,2024-06-28,2716,559,3,2,30,4,350,0,0,0,1,1565.85,0.0,0,0.0,Very Short,0,1
6570,20240919,2024-09-19,8545,371,0,1,87,1,1065,1,1,0,1,779.01,0.0,0,779.01,Long,1,1
6571,20240105,2024-01-05,6747,609,0,0,194,10,1101,1,0,1,1,485.46,72.82,15,0.0,Long,0,1
6572,20240503,2024-05-03,1273,628,2,1,189,6,697,0,0,0,4,134.77,0.0,0,0.0,Short,0,1
6573,20241230,2024-12-30,6655,363,1,1,102,18,556,0,0,0,3,420.28,252.17,20,0.0,Short,0,1
6574,20240502,2024-05-02,2230,888,0,0,0,15,852,1,0,1,1,1211.35,181.7,15,0.0,Short,0,1
6575,20240501,2024-05-01,4789,490,2,1,186,3,956,0,0,0,2,1525.02,457.51,15,0.0,Long,1,1
6576,20240926,2024-09-26,1342,768,3,1,52,4,758,0,0,0,4,856.34,513.8,15,0.0,Short,0,1
6577,20240624,2024-06-24,1811,99,0,0,214,24,827,0,0,0,3,968.18,0.0,0,0.0,Short,1,1
6578,20240522,2024-05-22,2193,505,5,2,81,20,824,1,0,1,2,103.68,20.74,10,0.0,Short,1,1
6579,20241013,2024-10-13,4899,225,1,0,119,9,1563,1,1,0,1,600.81,0.0,0,600.81,Very Long,0,1
6580,20240112,2024-01-12,5167,533,0,0,169,18,534,0,0,0,3,560.53,0.0,0,0.0,Short,1,1
6581,20240917,2024-09-17,4174,5,1,1,140,14,1715,1,0,1,4,901.08,360.43,10,0.0,Very Long,1,1
6582,20240518,2024-05-18,6580,296,0,0,165,19,1736,1,0,1,4,253.99,101.6,10,0.0,Very Long,0,1
6583,20241120,2024-11-20,7483,178,5,1,219,24,397,1,0,1,4,789.19,157.84,5,0.0,Very Short,0,1
6584,20240921,2024-09-21,7557,574,0,0,28,18,875,0,0,0,4,546.06,218.42,10,0.0,Short,1,1
6585,20241209,2024-12-09,6210,851,2,0,71,18,1783,1,0,1,1,492.53,0.0,0,0.0,Very Long,1,1
6586,20240216,2024-02-16,5909,59,5,2,5,19,630,1,0,1,3,350.07,210.04,20,0.0,Short,1,1
6587,20240310,2024-03-10,5423,270,2,0,80,8,492,1,0,1,2,740.28,0.0,0,0.0,Short,1,1
6588,20241125,2024-11-25,3141,805,1,1,191,17,193,0,0,0,1,364.39,0.0,0,0.0,Very Short,0,1
6589,20240522,2024-05-22,5382,494,2,0,67,24,1001,1,0,1,2,1494.51,448.35,15,0.0,Long,1,1
6590,20241024,2024-10-24,1090,277,4,1,224,8,315,0,0,0,1,181.62,9.08,5,0.0,Very Short,0,1
6591,20240907,2024-09-07,9695,532,1,0,130,13,516,1,1,0,3,313.17,140.93,15,798.58,Short,1,1
6592,20240701,2024-07-01,4330,612,3,0,95,23,534,1,1,0,1,1602.25,240.34,15,1361.91,Short,1,1
6593,20240117,2024-01-17,7805,637,0,1,33,11,1653,1,0,1,3,654.13,98.12,5,0.0,Very Long,1,1
6594,20240127,2024-01-27,9609,763,1,0,107,8,1361,1,0,1,1,1699.6,169.96,10,0.0,Very Long,0,1
6595,20240918,2024-09-18,5472,402,4,1,211,13,700,0,0,0,1,1013.29,0.0,0,0.0,Short,1,1
6596,20240205,2024-02-05,8755,694,3,1,71,6,181,1,0,1,3,453.86,0.0,0,0.0,Very Short,1,1
6597,20240102,2024-01-02,5312,121,4,1,58,2,1276,1,1,0,4,610.67,732.8,30,1709.88,Long,1,1
6598,20240321,2024-03-21,2190,330,3,0,64,7,136,1,0,1,1,785.28,157.06,20,0.0,Very Short,1,1
6599,20241129,2024-11-29,1238,551,4,2,83,16,147,1,0,1,4,343.42,137.37,10,0.0,Very Short,1,1
6600,20240816,2024-08-16,2220,897,0,0,146,2,1695,1,0,1,3,244.76,73.43,10,0.0,Very Long,1,1
6601,20240919,2024-09-19,9481,576,3,0,102,21,1677,0,0,0,2,764.65,229.4,15,0.0,Very Long,0,1
6602,20240826,2024-08-26,5275,776,1,1,170,1,1079,0,0,0,3,1929.77,0.0,0,0.0,Long,0,1
6603,20240725,2024-07-25,3872,367,5,0,213,2,477,1,1,0,2,1536.9,0.0,0,3073.8,Short,1,1
6604,20240403,2024-04-03,5014,755,5,0,98,2,1372,0,0,0,1,1014.29,0.0,0,0.0,Very Long,0,1
6605,20240605,2024-06-05,3303,890,5,1,186,18,282,0,0,0,3,899.61,0.0,0,0.0,Very Short,1,1
6606,20240717,2024-07-17,8834,735,0,0,172,9,747,1,0,1,1,1087.74,217.55,20,0.0,Short,1,1
6607,20241226,2024-12-26,9993,335,5,0,33,15,261,1,1,0,4,436.03,261.62,15,1482.5,Very Short,1,1
6608,20241124,2024-11-24,1764,738,0,1,184,14,1236,1,1,0,2,695.74,208.72,15,1182.76,Long,0,1
6609,20240925,2024-09-25,7467,22,4,1,32,2,819,1,0,1,1,837.51,167.5,20,0.0,Short,1,1
6610,20241023,2024-10-23,4020,702,3,1,54,16,1777,1,0,1,2,417.03,125.11,15,0.0,Very Long,0,1
6611,20241021,2024-10-21,1426,134,4,1,157,6,57,1,0,1,2,437.58,0.0,0,0.0,Very Short,1,1
6612,20240831,2024-08-31,9298,853,3,0,223,18,1316,1,0,1,1,127.04,12.7,10,0.0,Long,0,1
6613,20241028,2024-10-28,1556,850,2,1,166,20,1277,1,0,1,2,1013.95,304.18,15,0.0,Long,1,1
6614,20240127,2024-01-27,2852,417,5,0,158,4,62,0,0,0,4,1067.87,427.15,10,0.0,Very Short,1,1
6615,20240108,2024-01-08,1229,670,0,0,179,3,1443,1,1,0,2,325.78,0.0,0,651.56,Very Long,1,1
6616,20240611,2024-06-11,5241,252,5,0,27,8,1343,1,0,1,3,1693.3,1523.97,30,0.0,Long,0,1
6617,20240120,2024-01-20,6395,755,5,1,128,9,759,1,1,0,2,1364.84,409.45,15,2320.23,Short,1,1
6618,20240503,2024-05-03,3885,696,2,0,61,1,92,0,0,0,3,235.86,141.52,20,0.0,Very Short,0,1
6619,20240313,2024-03-13,1644,866,0,1,130,17,976,1,0,1,3,849.43,764.49,30,0.0,Long,0,1
6620,20241215,2024-12-15,2045,864,4,0,52,15,1473,1,0,1,2,442.84,0.0,0,0.0,Very Long,0,1
6621,20240827,2024-08-27,9399,632,1,0,110,11,434,0,0,0,1,327.69,49.15,15,0.0,Very Short,1,1
6622,20240116,2024-01-16,8252,862,1,0,134,17,971,1,0,1,3,394.55,177.55,15,0.0,Long,1,1
6623,20240815,2024-08-15,9431,152,1,1,175,20,1668,0,0,0,4,86.34,17.27,5,0.0,Very Long,1,1
6624,20240924,2024-09-24,5776,510,4,1,56,7,37,1,1,0,2,134.01,0.0,0,268.02,Very Short,0,1
6625,20240428,2024-04-28,5913,760,1,1,161,14,370,0,0,0,4,738.41,886.09,30,0.0,Very Short,0,1
6626,20241118,2024-11-18,8073,378,0,2,146,21,1100,1,1,0,2,908.15,363.26,20,1453.04,Long,0,1
6627,20241221,2024-12-21,6549,181,2,0,58,2,1091,1,0,1,4,297.63,0.0,0,0.0,Long,0,1
6628,20241223,2024-12-23,4927,490,5,0,159,2,671,0,0,0,1,668.07,100.21,15,0.0,Short,1,1
6629,20240203,2024-02-03,3626,617,1,1,154,11,1342,1,1,0,4,305.9,122.36,10,1101.24,Long,0,1
6630,20240612,2024-06-12,5369,168,1,1,40,4,1258,0,0,0,3,382.12,0.0,0,0.0,Long,1,1
6631,20241010,2024-10-10,1575,29,2,0,56,23,1030,0,0,0,2,597.6,239.04,20,0.0,Long,0,1
6632,20240610,2024-06-10,2731,883,3,0,32,16,713,0,0,0,1,699.49,104.92,15,0.0,Short,0,1
6633,20240624,2024-06-24,7636,305,3,1,32,12,1095,0,0,0,4,269.76,161.86,15,0.0,Long,0,1
6634,20240429,2024-04-29,8811,604,4,0,194,20,1163,1,1,0,3,400.19,180.09,15,1020.48,Long,0,1
6635,20240601,2024-06-01,1915,464,1,1,140,6,1666,0,0,0,3,1558.5,0.0,0,0.0,Very Long,1,1
6636,20240910,2024-09-10,1872,784,1,0,41,21,287,0,0,0,2,178.35,35.67,10,0.0,Very Short,1,1
6637,20240110,2024-01-10,1769,627,2,2,36,16,1664,0,0,0,1,1498.35,149.84,10,0.0,Very Long,1,1
6638,20241018,2024-10-18,8123,196,2,1,194,3,43,0,0,0,1,1252.21,375.66,30,0.0,Very Short,0,1
6639,20240922,2024-09-22,3800,766,4,1,58,11,1566,0,0,0,2,73.96,14.79,10,0.0,Very Long,0,1
6640,20240220,2024-02-20,3940,634,5,0,7,4,1643,1,0,1,3,288.63,0.0,0,0.0,Very Long,1,1
6641,20241008,2024-10-08,1112,53,2,1,222,6,253,0,0,0,2,539.2,161.76,15,0.0,Very Short,1,1
6642,20240709,2024-07-09,9752,801,3,1,43,21,1360,1,1,0,4,333.72,0.0,0,1334.88,Very Long,1,1
6643,20240426,2024-04-26,4905,737,4,0,8,4,1693,1,0,1,1,1494.02,224.1,15,0.0,Very Long,1,1
6644,20240615,2024-06-15,8176,437,0,1,57,19,242,1,1,0,2,981.54,196.31,10,1766.77,Very Short,0,1
6645,20240707,2024-07-07,7368,672,4,0,148,9,577,1,0,1,1,1039.43,311.83,30,0.0,Short,1,1
6646,20240317,2024-03-17,2275,375,5,1,2,3,796,1,1,0,1,767.39,0.0,0,767.39,Short,1,1
6647,20240809,2024-08-09,8211,733,3,1,111,22,459,1,0,1,3,1990.7,597.21,10,0.0,Short,0,1
6648,20240817,2024-08-17,5952,357,2,1,18,14,67,1,1,0,4,1395.79,0.0,0,5583.16,Very Short,0,1
6649,20240514,2024-05-14,6438,472,0,1,57,5,1695,1,1,0,1,995.43,0.0,0,995.43,Very Long,0,1
6650,20240617,2024-06-17,2802,684,4,0,220,8,1798,1,0,1,2,1093.78,656.27,30,0.0,Very Long,0,1
6651,20240812,2024-08-12,8621,526,2,1,18,24,1729,1,0,1,4,723.18,723.18,25,0.0,Very Long,0,1
6652,20240702,2024-07-02,9384,525,0,1,33,9,1528,0,0,0,3,1165.66,699.4,20,0.0,Very Long,1,1
6653,20240607,2024-06-07,4658,101,1,0,160,10,124,0,0,0,2,295.83,0.0,0,0.0,Very Short,0,1
6654,20241215,2024-12-15,1832,162,5,1,210,20,840,1,1,0,2,1026.01,205.2,10,1846.82,Short,1,1
6655,20241116,2024-11-16,8638,735,0,0,75,10,1624,1,1,0,1,1360.71,68.04,5,1292.67,Very Long,1,1
6656,20240518,2024-05-18,8985,484,3,0,120,13,25,1,0,1,4,371.81,148.72,10,0.0,Very Short,0,1
6657,20240919,2024-09-19,5557,130,4,1,150,1,253,1,1,0,3,1774.05,532.22,10,4789.93,Very Short,1,1
6658,20241022,2024-10-22,6211,161,2,0,194,23,1390,0,0,0,1,736.26,36.81,5,0.0,Very Long,0,1
6659,20240210,2024-02-10,3007,538,5,0,223,21,721,1,0,1,1,1662.57,166.26,10,0.0,Short,0,1
6660,20240804,2024-08-04,1607,206,5,0,15,20,328,1,0,1,2,1400.12,0.0,0,0.0,Very Short,1,1
6661,20241018,2024-10-18,9496,261,1,1,172,7,149,1,1,0,3,514.98,0.0,0,1544.94,Very Short,0,1
6662,20240121,2024-01-21,5346,708,2,0,183,7,1141,1,0,1,4,270.48,324.58,30,0.0,Long,0,1
6663,20240503,2024-05-03,3474,104,1,0,143,11,197,1,1,0,4,378.46,0.0,0,1513.84,Very Short,1,1
6664,20241018,2024-10-18,7238,626,0,0,73,23,1023,1,0,1,3,165.85,74.63,15,0.0,Long,1,1
6665,20241207,2024-12-07,1235,206,1,0,65,9,1164,0,0,0,1,1441.61,216.24,15,0.0,Long,1,1
6666,20241228,2024-12-28,1719,37,0,0,206,4,945,1,1,0,4,511.75,204.7,10,1842.3,Long,1,1
6667,20240808,2024-08-08,3183,12,0,1,143,5,655,1,1,0,1,422.32,21.12,5,401.2,Short,1,1
6668,20240116,2024-01-16,5055,374,0,1,22,21,720,0,0,0,2,689.86,0.0,0,0.0,Short,1,1
6669,20240111,2024-01-11,4299,218,1,1,89,9,1472,0,0,0,1,539.5,80.92,15,0.0,Very Long,1,1
6670,20241023,2024-10-23,2685,398,1,1,10,14,1388,1,0,1,1,829.41,124.41,15,0.0,Very Long,0,1
6671,20240925,2024-09-25,4161,390,1,0,207,12,467,1,0,1,1,406.3,0.0,0,0.0,Short,1,1
6672,20240311,2024-03-11,4004,49,4,0,126,2,1166,1,1,0,4,1579.42,0.0,0,6317.68,Long,0,1
6673,20240217,2024-02-17,5721,525,5,1,81,23,1296,1,0,1,1,506.3,75.94,15,0.0,Long,0,1
6674,20240223,2024-02-23,6064,290,4,0,104,8,198,0,0,0,4,475.98,95.2,5,0.0,Very Short,1,1
6675,20241116,2024-11-16,8947,141,4,1,66,19,706,0,0,0,3,116.16,87.12,25,0.0,Short,0,1
6676,20241006,2024-10-06,8260,143,1,0,140,24,1062,1,1,0,4,1655.51,662.2,10,5959.84,Long,0,1
6677,20241212,2024-12-12,3630,256,5,1,172,6,826,1,1,0,4,878.12,175.62,5,3336.86,Short,1,1
6678,20240211,2024-02-11,9123,823,5,0,100,7,769,1,0,1,2,1590.94,477.28,15,0.0,Short,0,1
6679,20240910,2024-09-10,5686,604,5,1,3,19,1108,1,0,1,3,874.02,262.21,10,0.0,Long,1,1
6680,20241203,2024-12-03,2688,712,2,2,15,2,673,1,0,1,3,1916.2,1149.72,20,0.0,Short,1,1
6681,20240713,2024-07-13,4060,179,5,0,179,24,64,1,0,1,3,512.15,153.64,10,0.0,Very Short,0,1
6682,20241009,2024-10-09,7675,548,0,0,52,10,651,1,0,1,4,90.44,54.26,15,0.0,Short,1,1
6683,20240807,2024-08-07,8395,287,1,0,59,6,649,1,0,1,1,963.6,0.0,0,0.0,Short,1,1
6684,20240103,2024-01-03,4366,621,4,0,63,21,792,1,1,0,1,411.78,0.0,0,411.78,Short,1,1
6685,20240605,2024-06-05,2418,504,4,1,46,3,501,1,0,1,1,719.84,0.0,0,0.0,Short,0,1
